TEAM_ID,OBJECT,MISSION_TIME,PACKET_CNT,ALTITUDE,PRESSURE,SPEED,TEMP,VOLTAGE,HEADING,SOFTWARE_STATE
6159,CONTAINER,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
6159,CONTAINER,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
6159,CONTAINER,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
6159,CONTAINER,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
6159,CONTAINER,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
6159,CONTAINER,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
6159,CONTAINER,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
6159,CONTAINER,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
6159,CONTAINER,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
6159,CONTAINER,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
6159,CONTAINER,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
6159,CONTAINER,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
6159,CONTAINER,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
6159,CONTAINER,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
6159,CONTAINER,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
6159,CONTAINER,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
6159,CONTAINER,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
6159,CONTAINER,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
6159,CONTAINER,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
6159,CONTAINER,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
6159,CONTAINER,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
6159,CONTAINER,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
6159,CONTAINER,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
6159,CONTAINER,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
6159,GLIDER,0,1,0.0,96.6,3.4,26.9,8.94,133.7,5
6159,GLIDER,27,2,0.0,96.6,1.8,26.9,8.94,131.4,5
6159,GLIDER,28,3,0.0,96.6,1.8,26.9,8.94,129.4,5
6159,GLIDER,29,4,0.0,96.6,1.8,26.9,8.94,127.1,5
6159,GLIDER,30,5,0.0,96.6,1.8,26.9,8.94,132.0,5
6159,GLIDER,31,6,0.0,96.6,1.8,26.9,8.94,132.1,5
6159,GLIDER,32,7,0.0,96.6,0.0,26.9,8.94,132.1,5
6159,GLIDER,33,8,0.0,96.6,1.8,26.8,8.94,128.8,5
6159,GLIDER,34,9,0.0,96.6,1.8,26.8,8.94,130.9,5
6159,GLIDER,35,10,0.0,96.6,0.0,26.8,8.94,130.2,5
6159,GLIDER,36,11,0.0,96.6,0.0,26.8,8.94,130.0,5
6159,GLIDER,37,12,0.0,96.6,0.0,26.8,8.94,128.1,5
6159,GLIDER,38,13,0.0,96.6,1.8,26.8,8.94,128.7,5
6159,GLIDER,39,14,0.0,96.6,0.0,26.8,8.94,132.3,5
6159,GLIDER,40,15,0.0,96.6,1.8,26.8,8.94,131.5,5
6159,GLIDER,41,16,0.0,96.6,0.0,26.8,8.94,131.0,5
