6159,CONTAINER,885,880,729.1,0.0,0.0,40.0,8.29,0.0,2
6159,CONTAINER,885,880,729.1,0.0,0.0,40.0,8.29,0.0,2
6159,CONTAINER,885,880,729.1,0.0,0.0,40.0,8.29,0.0,2
6159,CONTAINER,885,880,729.1,0.0,0.0,40.0,8.29,0.0,2
6159,CONTAINER,885,880,729.1,0.0,0.0,40.0,8.29,0.0,2
6159,CONTAINER,885,880,729.1,0.0,0.0,40.0,8.29,0.0,2
6159,CONTAINER,885,880,729.1,0.0,0.0,40.0,8.29,0.0,2
6159,CONTAINER,885,880,729.1,0.0,0.0,40.0,8.29,0.0,2
6159,CONTAINER,885,880,729.1,0.0,0.0,40.0,8.29,0.0,2
6159,CONTAINER,885,880,729.1,0.0,0.0,40.0,8.29,0.0,2
6159,CONTAINER,885,880,729.1,0.0,0.0,40.0,8.29,0.0,2
6159,CONTAINER,885,880,729.1,0.0,0.0,40.0,8.29,0.0,2
6159,CONTAINER,885,880,729.1,0.0,0.0,40.0,8.29,0.0,2
6159,CONTAINER,885,880,729.1,0.0,0.0,40.0,8.29,0.0,2
6159,CONTAINER,885,880,729.1,0.0,0.0,40.0,8.29,0.0,2
6159,CONTAINER,885,880,729.1,0.0,0.0,40.0,8.29,0.0,2
6159,CONTAINER,885,880,729.1,0.0,0.0,40.0,8.29,0.0,2
6159,CONTAINER,885,880,729.1,0.0,0.0,40.0,8.29,0.0,2
6159,CONTAINER,885,880,729.1,0.0,0.0,40.0,8.29,0.0,2
6159,CONTAINER,885,880,729.1,0.0,0.0,40.0,8.29,0.0,2
6159,CONTAINER,885,880,729.1,0.0,0.0,40.0,8.29,0.0,2
6159,CONTAINER,885,880,729.1,0.0,0.0,40.0,8.29,0.0,2
6159,CONTAINER,885,880,729.1,0.0,0.0,40.0,8.29,0.0,2
6159,CONTAINER,885,880,729.1,0.0,0.0,40.0,8.29,0.0,2
6159,CONTAINER,885,880,729.1,0.0,0.0,40.0,8.29,0.0,2
6159,CONTAINER,885,880,729.1,0.0,0.0,40.0,8.29,0.0,2
6159,CONTAINER,885,880,729.1,0.0,0.0,40.0,8.29,0.0,2
6159,CONTAINER,885,880,729.1,0.0,0.0,40.0,8.29,0.0,2
6159,CONTAINER,885,880,729.1,0.0,0.0,40.0,8.29,0.0,2
6159,CONTAINER,885,880,729.1,0.0,0.0,40.0,8.29,0.0,2
6159,CONTAINER,885,880,729.1,0.0,0.0,40.0,8.29,0.0,2
6159,CONTAINER,885,880,729.1,0.0,0.0,40.0,8.29,0.0,2
6159,CONTAINER,885,880,729.1,0.0,0.0,40.0,8.29,0.0,2
6159,CONTAINER,885,880,729.1,0.0,0.0,40.0,8.29,0.0,2
6159,CONTAINER,885,880,729.1,0.0,0.0,40.0,8.29,0.0,2
6159,CONTAINER,885,880,729.1,0.0,0.0,40.0,8.29,0.0,2
